145, Bad Boys (1995) , Action,11,179
146, Amazing Panda Adventure -  The (1995) , Adventure|Children,4,154
147, Basketball Diaries -  The (1995) , Drama,4,144
148, Awfully Big Adventure -  An (1995) , Drama,9,59
149, Amateur (1994) , Crime|Drama|Thriller,13,117
150, Apollo 13 (1995) , Adventure|Drama,4,143
151, Rob Roy (1995) , Action|Drama|Romance|War,4,149
152, Addiction -  The (1995) , Drama|Horror,17,110
153, Batman Forever (1995) , Action|Adventure|Comedy|Crime,9,171
154, Belle de jour (1967) , Drama,7,97
155, Beyond Rangoon (1995) , Adventure|Drama|War,4,58
156, Blue in the Face (1995) , Comedy|Drama,14,35
157, Canadian Bacon (1995) , Comedy|War,11,65
158, Casper (1995) , Adventure|Children,11,119
159, Clockers (1995) , Crime|Drama|Mystery,13,112
160, Congo (1995) , Action|Adventure|Mystery|Sci-Fi,19,70
161, Crimson Tide (1995) , Drama|Thriller|War,6,74
162, Crumb (1994) , Documentary,7,167
163, Desperado (1995) , Action|Romance|Thriller,12,179
164, Devil in a Blue Dress (1995) , Crime|Film-Noir|Mystery|Thriller,3,162
165, Die Hard: With a Vengeance (1995) , Action|Crime|Thriller,1,47
166, Doom Generation -  The (1995) , Comedy|Crime|Drama,14,94
167, Feast of July (1995) , Drama,15,96
168, First Knight (1995) , Action|Drama|Romance,13,60
169, Free Willy 2: The Adventure Home (1995) , Adventure|Children|Drama,7,158
170, Hackers (1995) , Action|Adventure|Crime|Thriller,5,113
171, Jeffrey (1995) , Comedy|Drama,6,178
172, Johnny Mnemonic (1995) , Action|Sci-Fi|Thriller,5,91
173, Judge Dredd (1995) , Action|Crime|Sci-Fi,1,35
174, Jury Duty (1995) , Comedy,17,48
175, Kids (1995) , Drama,1,159
176, Living in Oblivion (1995) , Comedy,15,124
177, Lord of Illusions (1995) , Horror,12,164
178, Love & Human Remains (1993) , Comedy|Drama,14,87
179, Mad Love (1995) , Drama|Romance,11,176
180, Mallrats (1995) , Comedy,12,76
181, Mighty Morphin Power Rangers: The Movie (1995) , Action|Children,19,121
182, Moonlight and Valentino (1995) , Drama|Romance,9,149
183, Mute Witness (1994) , Comedy|Horror|Thriller,15,138
184, Nadja (1994) , Drama,19,169
185, Net -  The (1995) , Action|Crime|Thriller,4,71
186, Nine Months (1995) , Comedy|Romance,13,133
187, Party Girl (1995) , Comedy,5,121
188, Prophecy -  The (1995) , Fantasy|Horror|Mystery,17,86
189, Reckless (1995) , Comedy|Fantasy,14,124
190, Safe (1995) , Thriller,17,139
191, Scarlet Letter -  The (1995) , Drama|Romance,10,153
192, Show -  The (1995) , Documentary,16,83
193, Showgirls (1995) , Drama,17,172
194, Smoke (1995) , Comedy|Drama,3,173
195, Something to Talk About (1995) , Comedy|Drama|Romance,15,126
196, Species (1995) , Horror|Sci-Fi,13,109
197, Stars Fell on Henrietta -  The (1995) , Drama,10,119
198, Strange Days (1995) , Action|Crime|Drama|Mystery|Sci-Fi|Thriller,19,73
199, Umbrellas of Cherbourg -  The (Parapluies de Cherbourg -  Les) (1964) , Drama|Musical,16,147
200, Tie That Binds -  The (1995) , Thriller,1,80
201, Three Wishes (1995) , Drama,15,85
202, Total Eclipse (1995) , Drama|Romance,2,90
203, To Wong Foo -  Thanks for Everything! Julie Newmar (1995) , Comedy,15,165
204, Under Siege 2: Dark Territory (1995) , Action,2,134
205, Unstrung Heroes (1995) , Comedy|Drama,3,66
206, Unzipped (1995) , Documentary,9,94
207, Walk in the Clouds -  A (1995) , Drama|Romance,13,170
208, Waterworld (1995) , Action|Adventure|Sci-Fi,11,48
209, White Man's Burden (1995) , Drama,16,105
210, Wild Bill (1995) , Western,18,169
211, Browning Version -  The (1994) , Drama,13,41
212, Bushwhacked (1995) , Adventure|Comedy|Crime|Mystery,8,167
213, Burnt by the Sun (Utomlyonnye solntsem) (1994) , Drama,9,83
214, Before the Rain (Pred dozhdot) (1994) , Drama|War,9,58
215, Before Sunrise (1995) , Drama|Romance,12,105
216, Billy Madison (1995) , Comedy,1,178
217, Babysitter -  The (1995) , Drama|Thriller,18,126
218, Boys on the Side (1995) , Comedy|Drama,3,94
219, Cure -  The (1995) , Drama,14,88
220, Castle Freak (1995) , Horror,19,101
222, Circle of Friends (1995) , Drama|Romance,11,145
223, Clerks (1994) , Comedy,18,113
224, Don Juan DeMarco (1995) , Comedy|Drama|Romance,8,145
225, Disclosure (1994) , Drama|Thriller,14,175
226, Dream Man (1995) , Thriller,3,100
227, Drop Zone (1994) , Action|Thriller,8,34
228, Destiny Turns on the Radio (1995) , Comedy,3,141
229, Death and the Maiden (1994) , Drama|Thriller,7,49
230, Dolores Claiborne (1995) , Drama|Thriller,3,134
231, Dumb & Dumber (1994) , Comedy,14,171
232, Eat Drink Man Woman (Yin shi nan nu) (1994) , Comedy|Drama|Romance,6,172
233, Exotica (1994) , Drama,4,95
234, Exit to Eden (1994) , Comedy,2,45
235, Ed Wood (1994) , Comedy|Drama,11,96
236, French Kiss (1995) , Action|Comedy|Romance,17,43
237, Forget Paris (1995) , Comedy|Romance,8,171
238, Far From Home: The Adventures of Yellow Dog (1995) , Adventure|Children,19,138
239, Goofy Movie -  A (1995) , Animation|Children|Comedy|Romance,15,82
240, Hideaway (1995) , Thriller,14,135
241, Fluke (1995) , Children|Drama,7,152
242, Farinelli: il castrato (1994) , Drama|Musical,14,133
243, Gordy (1995) , Comedy,4,43
244, Gumby: The Movie (1995) , Animation|Children,1,74
245, Glass Shield -  The (1994) , Crime|Drama,9,90
246, Hoop Dreams (1994) , Documentary,19,164
247, Heavenly Creatures (1994) , Crime|Drama|Fantasy|Romance|Thriller,16,176
248, Houseguest (1994) , Comedy,2,44
249, Immortal Beloved (1994) , Drama|Romance,16,137
250, Heavyweights (a.k.a. Heavy Weights) (1995) , Children|Comedy,15,98
251, Hunted -  The (1995) , Action,17,42
252, I.Q. (1994) , Comedy|Romance,1,96
253, Interview with the Vampire: The Vampire Chronicles (1994) , Drama|Horror,3,90
254, Jefferson in Paris (1995) , Drama,11,130
255, Jerky Boys -  The (1994) , Comedy,17,153
256, Junior (1994) , Comedy|Sci-Fi,4,161
257, Just Cause (1995) , Mystery|Thriller,14,140
258, Kid in King Arthur's Court -  A (1995) , Adventure|Children|Comedy|Fantasy|Romance,7,118
259, Kiss of Death (1995) , Crime|Drama|Thriller,13,159
260, Star Wars: Episode IV - A New Hope (a.k.a. Star Wars) (1977) , Action|Adventure|Sci-Fi,19,35
261, Little Women (1994) , Drama,4,84
262, Little Princess -  A (1995) , Children|Drama,13,90
263, Ladybird Ladybird (1994) , Drama,2,64
264, Enfer -  L' (1994) , Drama,6,114
265, Like Water for Chocolate (Como agua para chocolate) (1992) , Drama|Romance,9,168
266, Legends of the Fall (1994) , Drama|Romance|War|Western,7,163
267, Major Payne (1995) , Comedy,19,135
268, Little Odessa (1994) , Drama,11,164
269, My Crazy Life (Mi vida loca) (1993) , Drama,5,86
270, Love Affair (1994) , Drama|Romance,15,92
271, Losing Isaiah (1995) , Drama,12,107
272, Madness of King George -  The (1994) , Comedy|Drama,16,35
273, Frankenstein (Mary Shelley's Frankenstein) (1994) , Drama|Horror,6,168
274, Man of the House (1995) , Comedy,14,118
275, Mixed Nuts (1994) , Comedy,9,144
276, Milk Money (1994) , Comedy|Romance,3,97
277, Miracle on 34th Street (1994) , Drama,12,139
278, Miami Rhapsody (1995) , Comedy,9,38
279, My Family (1995) , Drama,18,42
280, Murder in the First (1995) , Drama|Thriller,10,50
281, Nobody's Fool (1994) , Comedy|Drama|Romance,18,106
282, Nell (1994) , Drama,16,156
283, New Jersey Drive (1995) , Crime|Drama,19,139
284, New York Cop (Nyû Yôku no koppu) (1993) , Action|Crime,4,65
285, Beyond Bedlam (1993) , Drama|Horror,10,112
286, Nemesis 2: Nebula (1995) , Action|Sci-Fi|Thriller,15,34
287, Nina Takes a Lover (1994) , Comedy|Romance,19,128
288, Natural Born Killers (1994) , Action|Crime|Thriller,17,74
289, Only You (1994) , Comedy|Romance,1,53
290, Once Were Warriors (1994) , Crime|Drama,14,35
291, Poison Ivy II (1996) , Drama|Thriller,7,161
292, Outbreak (1995) , Action|Drama|Sci-Fi|Thriller,13,44
293, Léon: The Professional (Léon) (Professional -  The) (1994) , Crime|Drama|Romance|Thriller,15,94
294, Perez Family -  The (1995) , Comedy|Romance,8,120
295, Pyromaniac's Love Story -  A (1995) , Comedy|Romance,14,120
296, Pulp Fiction (1994) , Comedy|Crime|Drama,18,140
297, Panther (1995) , Drama,8,60
298, Pushing Hands (Tui shou) (1992) , Comedy|Drama,14,134
299, Priest (1994) , Drama,12,127
300, Quiz Show (1994) , Drama,12,96
301, Picture Bride (Bijo photo) (1994) , Drama|Romance,7,169
302, Queen Margot (La Reine Margot) (1994) , Drama|Romance,9,171
303, Quick and the Dead -  The (1995) , Action|Adventure|Western,5,159
304, Roommates (1995) , Comedy|Drama,19,127
305, Ready to Wear (Pret-A-Porter) (1994) , Comedy,19,53
306, Three Colors: Red (Trois couleurs: Rouge) (1994) , Drama,3,73
307, Three Colors: Blue (Trois couleurs: Bleu) (1993) , Drama,13,177
308, Three Colors: White (Trois couleurs: Blanc) (1994) , Comedy|Drama,9,77
309, Red Firecracker -  Green Firecracker (Pao Da Shuang Deng) (1994) , Drama,7,41
310, Rent-a-Kid (1995) , Comedy,6,95
311, Relative Fear (1994) , Horror|Thriller,1,69
312, Stuart Saves His Family (1995) , Comedy,12,150
313, Swan Princess -  The (1994) , Animation|Children,16,54
314, Secret of Roan Inish -  The (1994) , Children|Drama|Fantasy|Mystery,2,154
315, Specialist -  The (1994) , Action|Drama|Thriller,18,146
316, Stargate (1994) , Action|Adventure|Sci-Fi,1,45
317, Santa Clause -  The (1994) , Comedy|Drama|Fantasy,9,49
318, Shawshank Redemption -  The (1994) , Drama,19,103
319, Shallow Grave (1994) , Comedy|Drama|Thriller,10,73
320, Suture (1993) , Film-Noir|Thriller,7,139
321, Strawberry and Chocolate (Fresa y chocolate) (1993) , Drama,7,65
322, Swimming with Sharks (1995) , Comedy|Drama,15,142
324, Sum of Us -  The (1994) , Comedy|Drama,3,99
325, National Lampoon's Senior Trip (1995) , Comedy,13,167
326, To Live (Huozhe) (1994) , Drama,8,76
327, Tank Girl (1995) , Action|Comedy|Musical|Sci-Fi,7,74
328, Tales from the Crypt Presents: Demon Knight (1995) , Horror|Thriller,1,51
329, Star Trek: Generations (1994) , Action|Adventure|Drama|Sci-Fi,9,95
330, Tales from the Hood (1995) , Action|Crime|Horror,15,104
331, Tom & Viv (1994) , Drama,9,100
332, Village of the Damned (1995) , Horror|Sci-Fi,19,77
333, Tommy Boy (1995) , Comedy,3,51
334, Vanya on 42nd Street (1994) , Drama,6,141
335, Underneath (1995) , Mystery|Thriller,19,41
336, Walking Dead -  The (1995) , Drama|War,4,146
337, What's Eating Gilbert Grape (1993) , Drama,5,123
338, Virtuosity (1995) , Action|Sci-Fi|Thriller,17,120
339, While You Were Sleeping (1995) , Comedy|Romance,1,43
340, War -  The (1994) , Adventure|Drama|War,8,67
341, Double Happiness (1994) , Drama,17,64
342, Muriel's Wedding (1994) , Comedy,13,125
343, Baby-Sitters Club -  The (1995) , Children,10,60
344, Ace Ventura: Pet Detective (1994) , Comedy,13,169
345, Adventures of Priscilla -  Queen of the Desert -  The (1994) , Comedy|Drama,19,126
346, Backbeat (1993) , Drama|Musical,1,139
347, Bitter Moon (1992) , Drama|Film-Noir,15,169
348, Bullets Over Broadway (1994) , Comedy,6,102
349, Clear and Present Danger (1994) , Action|Adventure|Thriller,8,126
350, Client -  The (1994) , Drama|Mystery|Thriller,7,86
351, Corrina -  Corrina (1994) , Comedy|Drama|Romance,7,135
352, Crooklyn (1994) , Comedy,11,107
353, Crow -  The (1994) , Action|Crime|Fantasy|Thriller,4,83
354, Cobb (1994) , Drama,13,103
355, Flintstones -  The (1994) , Children|Comedy|Fantasy,19,67
356, Forrest Gump (1994) , Comedy|Drama|Romance|War,1,160
357, Four Weddings and a Funeral (1994) , Comedy|Romance,5,132
358, Higher Learning (1995) , Drama,7,75
359, I Like It Like That (1994) , Comedy|Drama|Romance,19,109
360, I Love Trouble (1994) , Action|Comedy,5,158
361, It Could Happen to You (1994) , Comedy|Drama|Romance,15,79
362, Jungle Book -  The (1994) , Adventure|Children|Romance,6,71
363, Wonderful -  Horrible Life of Leni Riefenstahl -  The (Macht der Bilder: Leni Riefenstahl -  Die) (1993) , Documentary,12,134
364, Lion King -  The (1994) , Adventure|Animation|Children|Drama|Musical,10,55
365, Little Buddha (1993) , Drama,18,34
366, Wes Craven's New Nightmare (1994) , Fantasy|Horror,9,168
367, Mask -  The (1994) , Action|Comedy|Crime|Fantasy,15,137
368, Maverick (1994) , Adventure|Comedy|Western,16,120
369, Mrs. Parker and the Vicious Circle (1994) , Drama,2,178
370, Naked Gun 33 1/3: The Final Insult (1994) , Action|Comedy,17,129
371, Paper -  The (1994) , Comedy|Drama,9,45
372, Reality Bites (1994) , Comedy|Drama|Romance,14,164
373, Red Rock West (1992) , Thriller,15,30
374, Richie Rich (1994) , Children|Comedy,4,154
375, Safe Passage (1994) , Drama,16,67
376, River Wild -  The (1994) , Action|Thriller,9,178
377, Speed (1994) , Action|Romance|Thriller,13,92
378, Speechless (1994) , Comedy|Romance,13,109
379, Timecop (1994) , Action|Sci-Fi|Thriller,4,170
380, True Lies (1994) , Action|Adventure|Comedy|Romance|Thriller,11,167
381, When a Man Loves a Woman (1994) , Drama,14,177
382, Wolf (1994) , Drama|Horror|Romance|Thriller,14,91
383, Wyatt Earp (1994) , Western,14,31
384, Bad Company (1995) , Action|Crime|Drama,2,103
385, Man of No Importance -  A (1994) , Drama,17,167
386, S.F.W. (1994) , Drama,8,124
387, Low Down Dirty Shame -  A (1994) , Action|Comedy,3,43
388, Boys Life (1995) , Drama,15,125
389, Colonel Chabert -  Le (1994) , Drama|Romance|War,1,65
390, Faster Pussycat! Kill! Kill! (1965) , Action|Comedy|Crime|Drama,16,124
391, Jason's Lyric (1994) , Crime|Drama,1,92
392, Secret Adventures of Tom Thumb -  The (1993) , Adventure|Animation,18,107
393, Street Fighter (1994) , Action|Adventure|Fantasy,13,123
394, Coldblooded (1995) , Comedy,6,140
395, Desert Winds (1995) , Drama|Fantasy|Romance,1,135
396, Fall Time (1995) , Drama,4,105
397, Fear -  The (1995) , Horror,14,172
398, Frank and Ollie (1995) , Documentary,7,179
399, Girl in the Cadillac (1995) , Drama,4,150
400, Homage (1995) , Drama,2,172
401, Mirage (1995) , Action|Thriller,4,72
402, Open Season (1996) , Comedy,12,99
403, Two Crimes (Dos crímenes) (1995) , Comedy|Crime|Drama,15,104
404, Brother Minister: The Assassination of Malcolm X (1994) , Documentary,8,77
405, Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994) , Action|Sci-Fi,9,178
406, Federal Hill (1994) , Drama,1,115
407, In the Mouth of Madness (1995) , Horror|Thriller,11,105
408, 8 Seconds (1994) , Drama,11,35
409, Above the Rim (1994) , Drama,9,130
410, Addams Family Values (1993) , Comedy,18,162
411, You So Crazy (1994) , Comedy,11,144
412, Age of Innocence -  The (1993) , Drama,14,122
413, Airheads (1994) , Comedy,14,46
414, Air Up There -  The (1994) , Comedy,15,84
415, Another Stakeout (1993) , Comedy|Thriller,7,69
416, Bad Girls (1994) , Western,5,63
417, Barcelona (1994) , Comedy|Romance,4,100
418, Being Human (1993) , Drama,8,87
419, Beverly Hillbillies -  The (1993) , Comedy,4,139
420, Beverly Hills Cop III (1994) , Action|Comedy|Crime|Thriller,10,109
421, Black Beauty (1994) , Adventure|Children,15,70
422, Blink (1994) , Thriller,9,157
423, Blown Away (1994) , Action|Thriller,8,97
424, Blue Chips (1994) , Drama,10,125
425, Blue Sky (1994) , Drama|Romance,7,72
426, Body Snatchers (1993) , Horror|Sci-Fi|Thriller,3,109
427, Boxing Helena (1993) , Drama|Mystery|Romance|Thriller,16,132
428, Bronx Tale -  A (1993) , Drama,18,171
429, Cabin Boy (1994) , Comedy,19,67
430, Calendar Girl (1993) , Drama,4,30
431, Carlito's Way (1993) , Crime|Drama,10,75
432, City Slickers II: The Legend of Curly's Gold (1994) , Adventure|Comedy|Western,5,37
433, Clean Slate (1994) , Comedy,5,147
434, Cliffhanger (1993) , Action|Adventure|Thriller,2,133
435, Coneheads (1993) , Comedy|Sci-Fi,8,106
436, Color of Night (1994) , Drama|Thriller,13,101
437, Cops and Robbersons (1994) , Comedy,11,118
438, Cowboy Way -  The (1994) , Action|Comedy|Drama,14,109
439, Dangerous Game (1993) , Drama,7,55
440, Dave (1993) , Comedy|Romance,16,82
441, Dazed and Confused (1993) , Comedy,19,41
442, Demolition Man (1993) , Action|Adventure|Sci-Fi,3,91
443, Endless Summer 2 -  The (1994) , Documentary,10,115
444, Even Cowgirls Get the Blues (1993) , Comedy|Romance,9,155
445, Fatal Instinct (1993) , Comedy,1,178
446, Farewell My Concubine (Ba wang bie ji) (1993) , Drama|Romance,8,94
447, Favor -  The (1994) , Comedy|Romance,1,54
448, Fearless (1993) , Drama,4,82
449, Fear of a Black Hat (1994) , Comedy,10,175
450, With Honors (1994) , Comedy|Drama,1,35
451, Flesh and Bone (1993) , Drama|Mystery|Romance,2,116
452, Widows' Peak (1994) , Drama,19,168
453, For Love or Money (1993) , Comedy,13,153
454, Firm -  The (1993) , Drama|Thriller,15,154
455, Free Willy (1993) , Adventure|Children|Drama,12,113
456, Fresh (1994) , Crime|Drama|Thriller,7,67
457, Fugitive -  The (1993) , Thriller,1,109
458, Geronimo: An American Legend (1993) , Drama|Western,14,106
459, Getaway -  The (1994) , Action|Adventure|Crime|Drama|Romance|Thriller,10,144
460, Getting Even with Dad (1994) , Comedy,19,96
461, Go Fish (1994) , Drama|Romance,11,49
462, Good Man in Africa -  A (1994) , Action|Adventure,2,58
463, Guilty as Sin (1993) , Crime|Drama|Thriller,4,35
464, Hard Target (1993) , Action|Adventure|Crime|Thriller,17,149
465, Heaven & Earth (1993) , Action|Drama|War,16,148
466, Hot Shots! Part Deux (1993) , Action|Comedy|War,11,56
467, Live Nude Girls (1995) , Comedy,5,148
468, Englishman Who Went Up a Hill But Came Down a Mountain -  The (1995) , Comedy|Romance,14,48
469, House of the Spirits -  The (1993) , Drama|Romance,15,159
470, House Party 3 (1994) , Comedy,9,56
471, Hudsucker Proxy -  The (1994) , Comedy|Drama|Fantasy|Romance,8,68
472, I'll Do Anything (1994) , Comedy|Drama,19,178
473, In the Army Now (1994) , Comedy|War,14,171
474, In the Line of Fire (1993) , Action|Thriller,4,178
475, In the Name of the Father (1993) , Drama,17,175
476, Inkwell -  The (1994) , Comedy|Drama,8,108
477, What's Love Got to Do with It? (1993) , Drama|Musical,5,166
478, Jimmy Hollywood (1994) , Comedy|Crime|Drama,18,30
479, Judgment Night (1993) , Action|Crime|Thriller,3,123
480, Jurassic Park (1993) , Action|Adventure|Sci-Fi|Thriller,13,169
481, Kalifornia (1993) , Drama|Thriller,16,151
482, Killing Zoe (1994) , Action|Crime,6,136
483, King of the Hill (1993) , Drama,12,84
484, Lassie (1994) , Adventure|Children,12,35
485, Last Action Hero (1993) , Action|Adventure|Comedy|Fantasy,7,97
486, Life with Mikey (1993) , Comedy,17,84
487, Lightning Jack (1994) , Comedy|Western,17,96
488, M. Butterfly (1993) , Drama,8,31
489, Made in America (1993) , Comedy,16,162
490, Malice (1993) , Thriller,4,67
491, Man Without a Face -  The (1993) , Drama,18,160
492, Manhattan Murder Mystery (1993) , Comedy|Mystery,14,138
